project,unit,type,owner,parent,countries,status_tabular,start_year,capacity,production,units,geom,lat,lng,route,url,pci5,status
Romanian National Transmission System,Silistea-Onesti,gas_pipeline,,Transgaz [100.00%],Romania,operating,,,,,line,nan,nan,"45.300772,27.797066:45.408415,27.934123:45.628726,27.692258:45.842557,27.434268:46.005194,27.176278:46.189683,26.886039:46.2658,26.768",https://www.gem.wiki/Romanian_National_Transmission_System,,operating
Romanian National Transmission System,Onesti-Coroi,gas_pipeline,,Transgaz [100.00%],Romania,operating,,,,,line,nan,nan,"46.2658,26.7684:46.185497,26.438588:46.121271,26.079821:46.112888,25.821831:46.149205,25.555779:46.263585,25.197011:46.36382,24.926928:46.402751,24.761653:46.402751,24.616534",https://www.gem.wiki/Romanian_National_Transmission_System,,operating
Romanian National Transmission System,Coroi-Jupa,gas_pipeline,,Transgaz [100.00%],Romania,operating,,,,,line,nan,nan,"46.402751,24.616534:46.366602,24.390793:46.2516,24.2751:46.15479,23.745818:45.992593,23.520077:45.858,23.189527:45.762466,23.012159:45.697748,22.989988:45.5992,22.2106",https://www.gem.wiki/Romanian_National_Transmission_System,,operating
Romanian National Transmission System,Jupa-Podisor,gas_pipeline,,Transgaz [100.00%],Romania,operating,,,,,line,nan,nan,"45.5992,22.2106:45.665,22.725:45.6739,22.85:45.6583,23.01:45.6448,23.155:45.5751,23.267:45.4947,23.383:45.2135,23.425:45.1379,23.456:44.9602,23.456:44.9036,23.614:44.8723,23.983:44.8523,24.096:44.7122,24.524:44.61045,25.066001:44.528605,25.291742:44.399852,25.687232",https://www.gem.wiki/Romanian_National_Transmission_System,,operating
Romanian National Transmission System,Coroi-Satu,gas_pipeline,,Transgaz [100.00%],Romania,operating,,,,,line,nan,nan,"46.402751,24.616534:46.366602,24.390793:46.592834,24.36963:46.700759,24.305132:46.811228,24.180168:47.023244,24.083422:47.0919,23.986676:47.217996,23.922178:47.253577,23.873805:47.439307,23.889929:47.637966,23.59566:47.629817,23.551318:47.779018,23.293328:47.7867,23.1377:47.796041,22.871261",https://www.gem.wiki/Romanian_National_Transmission_System,,operating
Romanian National Transmission System,Podisor-Silistea,gas_pipeline,,Transgaz [100.00%],Romania,operating,,,,,line,nan,nan,"44.399852,25.687232:44.432255,25.891367:44.527169,26.242072:44.647745,26.45572:44.770933,26.625026:44.988019,26.89914:45.261062,27.274032:45.314947,27.572333:45.300772,27.797066",https://www.gem.wiki/Romanian_National_Transmission_System,,operating
Romanian National Transmission System,Coroi-Podisor,gas_pipeline,,Transgaz [100.00%],Romania,operating,,,,,line,nan,nan,"46.402751,24.616534:46.111491,24.798941:46.010794,24.911811:45.88747,24.968247:45.763873,25.129491:45.668177,25.282672:45.544093,25.484227:45.391432,25.572911:45.005122,25.798652:44.799543,25.919585:44.679283,25.97602:44.478293,25.97602:44.432255,25.891367:44.399852,25.687232",https://www.gem.wiki/Romanian_National_Transmission_System,,operating
Romanian National Transmission System,Onesti-Letcani,gas_pipeline,,Transgaz [100.00%],Romania,operating,,,,,line,nan,nan,"46.2658,26.7684:46.3582,26.742:46.4369,26.748:46.5126,26.782:46.617,26.783:46.7358,26.676:46.838,26.69:46.86445,26.729132:47.0755,26.695:47.2418,27.087:47.2093,27.426:47.16916,27.566925",https://www.gem.wiki/Romanian_National_Transmission_System,,operating
Rosebank Gas Pipeline,,gas_pipeline,,Delek Group [40.00%]; Equinor [40.00%]; Suncor Energy [20.00%],United Kingdom,proposed,2025,,,,line,nan,nan,"61.1331693,-3.8443776:61.1230896,-3.7244832:60.4512264,-2.7057151:60.1523177,-2.216959:60.0957674,-2.1967625:60.0715315,-2.1523301:60.0715315,-2.1078977:60.0634529,-2.019033:59.7847408,-1.3485081:59.6635616,-0.4921751",https://www.gem.wiki/Rosebank_Gas_Pipeline,,proposed_plus
Rostock-Schwerin Gas Pipeline,,gas_pipeline,,VNG [100.00%],Germany,operating,,,,,line,nan,nan,"54.141127,11.977749:54.067018,11.921899:54.032503,11.545642:53.84216,11.251692:53.706663,11.216418",https://www.gem.wiki/Rostock-Schwerin_Gas_Pipeline,,operating
Rostock-Steinitz Gas Pipeline,,gas_pipeline,,VNG [100.00%],Germany,operating,,,,,line,nan,nan,"54.141127,11.977749:53.992776,11.871927:53.91667,11.871927:53.809194,11.848411:53.676202,11.813505:53.534055,11.777863:53.358986,11.73671:53.204328,11.707315:53.091498,11.625009:53.031437,11.43688:53.003143,11.225236:52.964348,11.053551",https://www.gem.wiki/Rostock-Steinitz_Gas_Pipeline,,operating
Rostov-Taganrog-Zhdanov Gas Pipeline,,gas_pipeline,,Gazprom [unknown %]; JSC Mahistralni Gazoprovody Ukrainy (MGU) [unknown %],"Russia, Ukraine",mothballed,,,,,line,nan,nan,"57.183367,39.421054:47.207382,38.946179:48.228737,34.753509",https://www.gem.wiki/Rostov-Taganrog-Zhdanov_Gas_Pipeline,,mothballed_plus
Roussines–Chemery Gas Pipeline,,gas_pipeline,,Engie [60.80%]; Société d'Infrastructures Gazières [38.60%]; Other [0.60%],France,operating,,,,,line,nan,nan,"47.3879,1.4862:47.3059,1.507:47.2929,1.4926:47.2663,1.4586:47.2194,1.419:47.0878,1.4389:46.9763,1.4294:46.9096,1.4294:46.7985,1.4088:46.7761,1.4292:46.7537,1.4496:46.7117,1.4537:46.6781,1.4578:46.65,1.466:46.6304,1.466:46.6107,1.466:46.5995,1.466:46.5826,1.4619:46.463,1.38",https://gem.wiki/Roussines–Chemery_Gas_Pipeline,,operating
Roussines–Etrez Gas Pipeline,,gas_pipeline,,Engie [60.80%]; Société d'Infrastructures Gazières [38.60%]; Other [0.60%],France,operating,,,,,line,nan,nan,"46.463,1.38:46.4301,1.6055:46.467,1.7508:46.4617,1.9572:46.4248,2.0108:46.409,2.1637:46.3932,2.4619:46.3985,2.5383:46.3721,2.6148:46.3774,2.676:46.4038,2.7371:46.4143,2.7754:46.3879,2.8365:46.3616,3.1806:46.3985,3.3794:46.3932,3.4482:46.3616,3.4712:46.3563,3.6164:46.3457,3.7847:46.3526,4.0108;46.3526,4.0108:46.3891,4.0902:46.4117,4.1136:46.4472,4.1558:46.5134,4.2471:46.55,4.35;46.336,5.2116:46.3418,5.2123:46.55,4.35",https://gem.wiki/Roussines–Etrez_Gas_Pipeline,,operating
Roussines–Gregy Gas Pipeline,,gas_pipeline,,Engie [60.80%]; Société d'Infrastructures Gazières [38.60%]; Other [0.60%],France,operating,,,,,line,nan,nan,"47.2482,1.9922:47.0798,1.8758:46.8974,1.6902:46.463,1.38;47.2482,1.9922:47.3428,2.0937:47.3791,2.1151:47.4262,2.1312:47.4804,2.1633:47.5093,2.174:47.5852,2.2382:47.6176,2.2596:47.6465,2.297:47.7185,2.3398:47.7653,2.4147:47.794,2.4522:47.8623,2.495:47.9017,2.511:47.9376,2.5164:47.9448,2.5485:47.9555,2.5913:48.0665,2.6715:48.1236,2.6876:48.1415,2.7036:48.1502,2.7044:48.2275,2.7041:48.2492,2.7077:48.2757,2.7258:48.3647,2.733:48.3935,2.6932:48.4319,2.7077:48.4655,2.7077:48.5135,2.7041:48.5518,2.6969:48.5949,2.6896:48.6188,2.6788:48.6539,2.6357",https://gem.wiki/Roussines–Gregy_Gas_Pipeline,,operating
Rozdilna-Izmail Gas Pipeline,,gas_pipeline,,JSC Mahistralni Gazoprovody Ukrainy (MGU) [100.00%],"Ukraine, Moldova",operating,1975,7.3,,bcm/y,line,nan,nan,"46.854075,30.07391:45.341829,28.83732",https://www.gem.wiki/Rozdilna-Izmail_Gas_Pipeline,,operating
Rozvadov–Veseli Nad Luznici Gas Pipeline,,gas_pipeline,,Allianz [50.00%]; OMV Group [37.50%]; Mubadala Investment Company [12.50%],Czech Republic,operating,,,,,line,nan,nan,"49.6634,12.5499:49.6235,12.6718:49.6192,12.7543:49.5996,12.8823:49.5714,13.0471:49.5476,13.1014:49.5194,13.1296:49.4999,13.2337:49.4933,13.2988:49.4933,13.3639:49.4782,13.4246:49.4478,13.5071:49.4369,13.5657:49.3696,13.8464:49.3338,13.9562:49.2955,14.0788:49.247,14.1273:49.1959,14.1912:49.155,14.2422:49.1576,14.2933:49.1678,14.375:49.1729,14.4746:49.1755,14.5615:49.209,14.6851",https://gem.wiki/Rozvadov–Veseli_Nad_Luznici_Gas_Pipeline,,operating
Rozwadów-Końskowola-Wronów Pipeline,,gas_pipeline,,Gaz-System [100.00%],Poland,proposed,2029,,,,line,nan,nan,"50.589966,22.050459:51.409469,22.051863:51.167615,22.144902",https://www.gem.wiki/Rozwad%C3%B3w_Koskowola_Wron%C3%B3w_Pipeline,,proposed_plus
Rozwadów-Strachocina Gas Pipeline,,gas_pipeline,,Gaz-System [100.00%],Poland,proposed,,,,,line,nan,nan,"51.81677065726418,22.44453636712676:49.60857988056038,22.065508075582862",https://www.gem.wiki/Rozwad%C3%B3w-Strachocina_Gas_Pipeline,,proposed_plus
Rupcha-Vetrino Gas Pipeline,,gas_pipeline,,Bulgarian Energy Holding [100.00%],Bulgaria,proposed,,,,,line,nan,nan,"42.89940105215425,27.082137411092955:43.31756185197135,27.423956891711534",https://www.gem.wiki/Rupcha-Vetrino_Gas_Pipeline,,proposed_plus
Russian Federation – Turkey Natural Gas Main Transmission Line,,gas_pipeline,,BOTAŞ [100.00%],"Russia, Türkiye",mothballed,1986,4,,bcm/y,line,nan,nan,"39.9821014,32.8106995:39.9747009,32.7094002:39.9376984,32.612999:39.8674011,32.612999:39.8414993,32.4730988:39.8637009,32.3572998:39.9487991,32.2801018:39.9229012,32.0679016:39.7710991,31.9713993:39.7970009,31.9039001:39.8156013,31.8556004:39.7970009,31.7206001:39.8488998,31.6772003:39.8156013,31.4648991:39.8674011,31.4118996:39.8193016,30.9969997:39.8969994,30.7751007:39.8637009,30.5869999:39.9118004,30.5387993:39.9784012,30.1142998:40.0780983,29.8199997:40.0411987,29.7380009:40.1260986,29.5160999:40.1997986,29.4920006:40.2661018,29.2266998:40.3470001,29.2507992:40.4351997,29.3327999:40.486599,29.4533997:40.7392998,29.5450993:40.7685013,29.6077995:40.8779984,29.4678993:40.7904015,29.2364006:40.8852997,28.9661999:40.9071999,28.8167:41.0965004,28.7154007:41.1618996,28.5804005:41.1114006,28.2907009:41.1764984,28.0098:41.2206993,27.9265003:41.2787018,27.7196007:41.4227982,27.5722008:41.5167999,27.4081993:41.6575012,27.4227009:41.8147011,27.3645992:41.8492012,27.2998009:42.0283012,27.2595997",https://www.gem.wiki/Russian_Federation-Turkey_Natural_Gas_Main_Transmission_Line,,mothballed_plus
Ruta de la Plata Gas Pipeline,Main,gas_pipeline,,Enagás [100.00%],Spain,operating,1998,,,,line,nan,nan,"41.5060001617553,-5.644:41.3905451273871,-5.67449:41.3779991075325,-5.69957:41.3160176558989,-5.70375:41.2775438195802,-5.72883:41.1359822711292,-5.72605:41.002883547324,-5.74883:40.953439712311,-5.75167:40.8479792859124,-5.76876:40.8221266137668,-5.80862:40.7121403091289,-5.84279:40.4786275406468,-5.85134:40.2116897955399,-5.90829:40.1485994184189,-5.99371:40.0745566951347,-6.04497:39.9502454634306,-6.13324:39.9371469017719,-6.1788:39.9000206935738,-6.20442:39.8235210166832,-6.19873:39.657113895692,-6.18164:39.6483444975632,-6.1731:39.6132557815563,-6.18164:39.4925026284593,-6.17595:39.4749210271525,-6.18164:39.4485402919559,-6.16456:39.2746176280943,-6.2272:39.0175401214433,-6.29011:38.9576756563272,-6.34864:38.8665847353714,-6.324:38.7801802713539,-6.324:38.7112711276379,-6.38256:38.7112711276379,-6.38265;43.399000001017,-5.847:43.2837141565397,-5.83934:43.2124811761622,-5.81221:43.1705225500625,-5.84021:43.1376158953449,-5.90554:43.1012845413271,-5.88376:43.0524303148985,-5.8962:43.0274200681499,-5.87754:42.9398039274868,-5.86976:42.9181651540651,-5.84487:42.8691651246037,-5.84643:42.8258303699233,-5.77488:42.7356424074103,-5.7671:42.7025024725429,-5.74844:42.6567631757462,-5.69089:42.6315922113719,-5.71888:42.6123054029444,-5.73426:42.4561610671437,-5.73426:42.4299657776709,-5.75201:42.4052774459228,-5.76018:42.3808380756534,-5.75467:42.35435135241,-5.70503:42.1706755049208,-5.68021:42.0356398976818,-5.67745:41.9803151784698,-5.70503:41.8941588827785,-5.65815:41.7420765651592,-5.71606:41.6720798388439,-5.71882:41.6081928845014,-5.68021:41.5751941940486,-5.65264:41.5060001627704,-5.644",https://www.gem.wiki/Ruta_de_la_Plata_Gas_Pipeline,,operating
Ruta de la Plata Gas Pipeline,Villamañán-Ponferrada,gas_pipeline,,Enagás [100.00%],Spain,operating,2001,,,,line,nan,nan,"42.326164188062236,-5.5848816867483055:42.44725975792476,-6.099407225188429:42.44725975792476,-6.261455553884459:42.552559488009415,-6.593791956803438",https://www.gem.wiki/Ruta_de_la_Plata_Gas_Pipeline,,operating
Ruta de la Plata Gas Pipeline,La Robla-Guardo,gas_pipeline,,Enagás [100.00%],Spain,operating,2004,,,,line,nan,nan,"42.80434033780169,-5.6258377762579075:42.85951271269438,-5.308164404471343:42.758765171013756,-5.052732293136922:42.784975317660965,-4.8522318186486135",https://www.gem.wiki/Ruta_de_la_Plata_Gas_Pipeline,,operating
STEGAL Gas Pipeline,,gas_pipeline,,BASF [unknown %]; Gazprom [unknown %],Germany,operating,1992,8,,bcm/y,line,nan,nan,"50.6454,13.3598:50.635,13.39;50.8142,12.233:50.7892,12.3813:50.7696,12.4108:50.7401,12.8331:50.6832,12.945:50.6537,13.2239:50.6454,13.3599;50.8568,11.5529:50.841,11.8055:50.8178,11.9083:50.8255,12.0034:50.8372,12.0694:50.8469,12.1393:50.8142,12.2329;50.9026,11.0068:50.9138,11.125:50.9006,11.2294:50.855,11.3705:50.8568,11.5529;51.006,10.49:51.0073,10.5282:51.0001,10.5598:50.9081,10.7351:50.865,10.9133:50.9026,11.0068;50.7853,9.789:50.8811,10.0945:51.0118,10.3394:51.006,10.49",https://www.gem.wiki/STEGAL_Gas_Pipeline,,operating
Sacarya-Baklan Gas Pipeline,,gas_pipeline,,BOTAŞ [100.00%],Türkiye,operating,,,,,line,nan,nan,"38.055496,29.688514:38.18375,29.648833:38.395537,29.587611:38.633279,29.483306:38.787214,29.32685:38.937289,29.390339:39.111684,29.596681:39.317231,29.816627:39.478435,29.973084:39.611323,29.993492:39.768941,29.993492:39.850227,30.050935:39.922142,30.143146:39.94996,30.162798:39.978401,30.1143:40.057648,30.043376:40.249443,30.090238:40.360113,30.188496:40.447598,30.303382:40.549903,30.388035:40.650905,30.450013:40.767785,30.45606:40.830902,30.491206",https://www.gem.wiki/Sacarya-Baklan_Gas_Pipeline,,operating
Saint Stefano Di Magra-Cortemaggiore Gas Pipline,,gas_pipeline,,Snam [100.00%],Italy,operating,1967,,,,line,nan,nan,"44.156409,9.899492:44.196791,9.903331:44.222473,9.916127:44.245395,9.937881:44.272889,9.946839:44.312275,9.934042:44.349804,9.890534:44.398282,9.862382:44.425704,9.847026:44.448546,9.79968:44.463161,9.767689:44.475945,9.710105:44.514282,9.702427:44.536178,9.675554:44.569005,9.680673:44.593614,9.706266:44.625499,9.706266:44.660096,9.717782:44.695583,9.740816:44.749227,9.704986:44.775576,9.702427:44.827331,9.749774:44.872691,9.785604:44.903516,9.823993:44.943382,9.87006:44.985031,9.917407",https://www.gem.wiki/Saint_Stefano_Di_Magra-Cortemaggiore_Gas_Pipline,,operating
Saint Stefano Di Magra–La Spezia Gas Pipeline,,gas_pipeline,,Snam [100.00%],Italy,operating,1969,,,,line,nan,nan,"44.156409,9.899492:44.156409,9.899492:44.143596,9.828365:44.134226,9.795725:44.113139,9.782669:44.075633,9.782669",https://gem.wiki/Pontremoli–La_Spezia_Gas_Pipeline,,operating
San Marco–Recanati Pipeline,,gas_pipeline,,OTPP [69.14%]; Other [30.86%],Italy,construction,2022,247.2,,MMcf/d,line,nan,nan,"43.205382,13.671386:43.30275331462973,13.582783395341629:43.402668,13.548616",https://www.gem.wiki/San_Marco%E2%80%93Recanati_Pipeline,,construction_plus
San Salvo–Biccari Gas Pipeline,,gas_pipeline,,Snam [100.00%],Italy,operating,1981,,,,line,nan,nan,"42.195275,14.610148:42.144855,14.646973:42.087303,14.636853:42.017169,14.63348:42.017169,14.687453:41.964518,14.761665:41.874158,14.856117:41.823902,14.940449:41.783669,15.004542:41.72579,15.068634:41.662819,15.132726:41.566985,15.200192:41.481118,15.244045:41.445727,15.254165:41.403627,15.216828",https://gem.wiki/Cupello–Biccari_Gas_Pipeline,,operating
San Salvo–Vastogirardi Gas Pipeline,,gas_pipeline,,Snam [100.00%],Italy,operating,,,,,line,nan,nan,"42.017169,14.63348:41.989654,14.600793:41.967587,14.581902:41.944508,14.572457:41.902342,14.515786:41.89029,14.473957:41.89029,14.442923:41.874216,14.363313:41.855124,14.326882:41.834015,14.302594:41.810888,14.297197:41.759252,14.308441",https://gem.wiki/Cupello–Vastogirardi_Gas_Pipeline,,operating
Sansepolcro-Terranuova Gas Pipeline,,gas_pipeline,,Snam [100.00%],Italy,operating,1970,,,,line,nan,nan,"43.57809,11.587661:43.570673,11.643965:43.542853,11.736099:43.524299,11.784726:43.522443,11.864063:43.542853,11.922927:43.540998,11.981791:43.544708,12.050891:43.566964,12.089281:43.583652,12.102077",https://www.gem.wiki/Sansepolcro-Terranuova_Gas_Pipeline,,operating
Sarikali-Karacabey Gas Pipeline,,gas_pipeline,,BOTAŞ [100.00%],Türkiye,operating,,,,,line,nan,nan,"40.215294,28.343494:40.286929,28.218425:40.308451,27.996715:40.308451,27.756865:40.308451,27.468642:40.399073,27.261041:40.537075,27.061501:40.635038,26.936538:40.711471,26.861962:40.848831,26.68661:40.917404,26.557615:40.960036,26.456838:40.9646,26.3856",https://www.gem.wiki/Sarikali-Karacabey_Gas_Pipeline,,operating
Scheemda-Emden Gas Pipeline,,gas_pipeline,,Gasunie [100.00%],"Netherlands, Germany",operating,,,,,line,nan,nan,"53.172622,6.894696:53.194871,6.901989:53.214727,6.931161:53.253617,6.940443:53.255997,6.953704:53.291679,6.960334:53.315451,6.962986:53.347126,6.977572:53.360581,7.009396:53.382733,7.039894:53.379569,7.059785",https://www.gem.wiki/Scheemda-Emden_Gas_Pipeline,,operating
Scheemda–Bunde Gas Pipeline,,gas_pipeline,,Gasunie [100.00%],"Netherlands, Germany",operating,,,,,line,nan,nan,"53.1763506,6.9723944:53.2019,7.205",https://www.gem.wiki/Scheemda%E2%80%93Bunde_Gas_Pipeline,,operating
Scheemda–Eemshaven Gas Pipeline,,gas_pipeline,,Gasunie [100.00%],Netherlands,operating,,,,,line,nan,nan,"53.172622,6.894696:53.178185,6.853589:53.217506,6.852263:53.234176,6.842981:53.256393,6.837677:53.283356,6.837677:53.292868,6.836351:53.307925,6.819113:53.313471,6.795245:53.327728,6.775354:53.365725,6.772702:53.388664,6.774028:53.419495,6.783311:53.427397,6.792593:53.439246,6.815135:53.451882,6.824417:53.461357,6.825743:53.469251,6.811157:53.47004,6.793919",https://gem.wiki/Scheemda–Spijk_Gas_Pipeline,,operating
Scheemda–Schuilenburg Gas Pipeline,,gas_pipeline,,Gasunie [100.00%],Netherlands,operating,,,,,line,nan,nan,"53.172622,6.894696:53.194871,6.901989:53.214727,6.931161:53.229017,6.996136:53.222666,7.038568:53.230604,7.096913:53.229017,7.139346:53.225842,7.18443:53.227429,7.213602:53.229017,7.240123",https://gem.wiki/Scheemda–Schuilenburg_Gas_Pipeline,,operating
Scheinfeld-Lindau Gas Pipeline,,gas_pipeline,,Energie Baden-Württemberg AG [100.00%],Germany,operating,,,,,line,nan,nan,"49.6499,10.5164:49.615089,10.384517:49.5995,10.282744:49.523886,10.195775:49.472209,10.177271:49.37592,10.08475:49.269784,9.957072:49.156159,9.873803:48.894072,9.821992:48.757632,9.799787:48.693307,9.817851:48.573137,9.62682:48.321478,9.511123:48.148926,9.385295:48.000562,9.370491:47.72247,9.400098:47.572878,9.533328:47.446406,9.621337",https://www.gem.wiki/Scheinfeld-Lindau_Gas_Pipeline,,operating
Schwerin-Magdeburg Gas Pipeline,,gas_pipeline,,VNG [100.00%],Germany,operating,1993,,,,line,nan,nan,"53.706973,11.217131:53.622783,11.195471:53.55938,11.257938:53.504945,11.280379:53.443064,11.252654:53.323172,11.474453:53.204328,11.707315:53.136464,11.848739:53.082375,11.85567:53.003199,11.793289:52.947926,11.716275:52.831849,11.647733:52.756408,11.62694:52.487112,11.522971:52.398388,11.502178:52.347608,11.405141",https://www.gem.wiki/Schwerin-Magdeburg_Gas_Pipeline,,operating
Sciacca-Canicatti Gas Pipeline,,gas_pipeline,,Snam [100.00%],Italy,operating,1992,,,,line,nan,nan,"37.601662,12.981012:37.574283,13.044354:37.539285,13.121133:37.479903,13.215186:37.426572,13.362985:37.389979,13.464717:37.386929,13.503106:37.373202,13.547254:37.389979,13.604838:37.3671,13.645146:37.365574,13.77567:37.392267,13.863965",https://www.gem.wiki/Sciacca-Canicatti_Gas_Pipeline,,operating
Scottish Area Gas Evacuation Pipeline,,gas_pipeline,,Brae Group [50.00%]; Ancala Partners [30.30%]; Harbour Energy [19.70%],United Kingdom,operating,,,,,line,nan,nan,"57.589376,-1.827335:57.589835,-1.809679:57.59019,-1.786639:57.59024,-1.779642:57.589955,-1.774314:57.590063,-1.77066:57.589939,-1.76344:57.59022,-1.756394:57.59102,-1.691557:57.592221,-1.672321:57.592711,-1.624052:57.59299,-1.611772:57.593288,-1.573238:57.593513,-1.566088:57.593971,-1.558985:57.594961,-1.552112:57.597334,-1.544371:57.600037,-1.537307:57.609082,-1.516364:57.612399,-1.50818:57.615392,-1.50146:57.623052,-1.483094:57.627994,-1.471962:57.63143,-1.463487:57.63792,-1.448333:57.640489,-1.443193:57.642341,-1.438919:57.645655,-1.430104:57.653217,-1.411969:57.669901,-1.373156:57.680034,-1.348854:57.684264,-1.33918:57.709309,-1.279867:57.716306,-1.263254:57.722074,-1.248932:57.744444,-1.195856:57.749486,-1.183426:57.759107,-1.16093:57.768243,-1.13872:57.784718,-1.099853:57.789923,-1.086908:57.80118,-1.060334:57.813128,-1.031097:57.818619,-1.018498:57.8237,-1.005649:57.827316,-0.997395:57.832981,-0.983497:57.839457,-0.968213:57.843836,-0.957213:57.847422,-0.948983:57.85804,-0.92344:57.862589,-0.912113:57.867909,-0.899697:57.87894,-0.873104:57.882826,-0.863242:57.897237,-0.828779:57.940138,-0.724568:57.947601,-0.706334:57.948626,-0.703413:57.950364,-0.697173:57.951666,-0.690701:57.958114,-0.653229:57.983647,-0.501732:57.985405,-0.489725:57.989136,-0.468978:57.999807,-0.404569:58.001586,-0.396205:58.002988,-0.391399:58.006541,-0.381094:58.008649,-0.373081:58.01628,-0.348065:58.022377,-0.32726:58.026951,-0.313166:58.03219,-0.295795:58.034245,-0.289724:58.037124,-0.282337:58.044268,-0.265125:58.048865,-0.255768:58.050105,-0.252864:58.052346,-0.246763:58.055949,-0.235976:58.071976,-0.19549:58.076171,-0.183632:58.078035,-0.179334:58.080055,-0.175204:58.082415,-0.169373:58.084671,-0.163344:58.085651,-0.160141:58.088761,-0.147286:58.090358,-0.138785:58.09497,-0.118928:58.096591,-0.112704:58.098007,-0.10622:58.098574,-0.102678:58.100391,-0.08349:58.101358,-0.076652:58.10211,-0.069508:58.10393,-0.049856:58.104834,-0.037273:58.108154,-0.00323:58.109105,0.015054:58.111394,0.038795:58.112073,0.044081:58.113447,0.05063:58.114798,0.055392:58.117427,0.063027:58.120276,0.072403:58.123855,0.083061:58.129683,0.097453:58.135046,0.112761:58.140559,0.129264:58.143677,0.138037:58.146505,0.145176:58.153699,0.1667:58.159176,0.181518:58.164664,0.198907:58.167658,0.210463:58.173598,0.235245:58.181004,0.268262:58.185699,0.288248:58.187512,0.294487:58.18991,0.30421:58.196555,0.332619:58.204044,0.362673:58.212823,0.399452:58.223531,0.436627:58.229935,0.457627:58.235917,0.47837:58.23722,0.48335:58.246552,0.514841:58.251015,0.53512:58.253263,0.54313:58.256031,0.551117:58.258745,0.556303:58.261105,0.559441:58.262729,0.561205:58.264437,0.56269:58.26706,0.564493:58.27065,0.566666:58.276122,0.569488:58.281461,0.573378:58.287641,0.577115:58.292062,0.579471:58.297232,0.583015:58.325438,0.600338:58.327299,0.60137:58.3293,0.602192:58.332124,0.602776:58.335873,0.60295:58.347204,0.602498:58.373743,0.602442:58.397188,0.602612:58.39999,0.603058:58.401819,0.603822:58.40452,0.605544:58.407135,0.607953:58.408742,0.609802:58.410281,0.611902:58.437575,0.651718:58.442679,0.658642:58.44784,0.66671:58.454751,0.676206:58.458445,0.681756:58.466376,0.694571:58.489821,0.729104:58.494613,0.735408:58.496307,0.737209:58.500675,0.740891:58.50246,0.742244:58.506056,0.744419:58.507787,0.745799:58.511955,0.749885:58.515477,0.752936:58.518869,0.756337:58.5207,0.757742:58.523434,0.759472:58.528642,0.763442:58.54271,0.774774:58.548833,0.780225:58.552371,0.782721:58.575207,0.800966:58.578488,0.80424:58.584732,0.812151:58.589598,0.818825:58.596745,0.827599:58.607839,0.841934:58.611611,0.8472:58.614854,0.850998:58.656732,0.905241:58.672649,0.925631:58.691386,0.950189:58.700125,0.961349:58.708759,0.972846:58.732471,1.003631:58.739617,1.012684:58.766559,1.048026:58.792942,1.082189:58.799157,1.090578:58.807929,1.101879:58.811028,1.106116:58.813426,1.109204:58.816658,1.112748:58.819083,1.115786:58.821484,1.119049:58.825314,1.124848:58.844537,1.149749:58.854729,1.16332:58.857973,1.167267:58.863458,1.174585:58.866117,1.177185:58.867842,1.178459:58.870662,1.179688:58.877338,1.180482:58.890835,1.181515:58.892663,1.181842:58.903266,1.182733:58.906277,1.182832:58.91279,1.183542:58.948494,1.186619:58.949463,1.186576:58.955238,1.187114:58.960955,1.187442:58.96379,1.187828:58.998756,1.19087:59.00951,1.191643:59.019072,1.192685:59.020932,1.193322:59.022714,1.19426:59.032514,1.200714:59.035243,1.201901:59.039039,1.202913:59.043768,1.203911:59.051217,1.206052:59.052162,1.206136:59.074906,1.212129:59.075824,1.212222:59.076827,1.212659:59.0787,1.213028:59.085381,1.214858:59.092842,1.216563:59.106248,1.220156:59.112935,1.222422:59.122378,1.225904:59.135498,1.230968:59.152334,1.237167:59.165454,1.242287:59.168204,1.243751:59.169093,1.244405:59.170787,1.246094:59.226435,1.308863:59.236319,1.320254:59.248692,1.333919:59.251922,1.337839:59.253657,1.339387:59.254509,1.339953:59.257264,1.341193:59.260116,1.341553:59.262964,1.341674:59.264966,1.34157:59.266892,1.341855:59.27454,1.342266:59.313241,1.34362:59.370394,1.345917:59.37133,1.346076:59.379031,1.346419:59.38762,1.346613:59.411586,1.347577:59.413537,1.347774:59.416325,1.348749:59.474408,1.386118:59.478956,1.3893:59.48695,1.394485:59.489473,1.396631:59.491835,1.399546:59.493919,1.403216:59.49511,1.405903:59.51734,1.464577:59.520216,1.471667:59.522334,1.475398:59.523994,1.477577:59.525658,1.47936:59.532543,1.48597:59.534172,1.487879:59.536403,1.491288:59.538982,1.49683:59.540339,1.501691:59.541359,1.506832:59.543569,1.525842:59.543697,1.527638:59.543208,1.527839:59.543224,1.528072:59.543646,1.527975:59.543729,1.528088:59.544592,1.535012:59.544975,1.535318",https://www.gem.wiki/Scottish_Area_Gas_Evacuation_Pipeline,,operating
