project,unit,type,owner,parent,countries,status_tabular,start_year,capacity,production,units,geom,lat,lng,route,url,pci5,status
Puertollano–Madrid Gas Pipeline,,gas_pipeline,,Enagás [100.00%],Spain,operating,,,,,line,nan,nan,"38.695896601725565,-4.115072935760673:39.404037808286574,-3.725058269240817:39.932580610970035,-3.8843600344390627:40.22889328797093,-3.7058321941306778:40.314813016611765,-3.7195651060696964",https://gem.wiki/Puertollano–Madrid_Gas_Pipeline,,operating
Puth Schinnen-Paffrath Gas Pipeline,,gas_pipeline,,Gasunie [100.00%],Germany,operating,1965,,,,line,nan,nan,"50.8361,6.3114:51.384,6.457",https://gem.wiki/St._Hubert–Weissweiler_Gas_Pipeline,,operating
Puth Schinnen–Bemelen Gas Pipeline,,gas_pipeline,,Gasunie [100.00%],Netherlands,operating,,,,,line,nan,nan,"50.9554323,5.8705487:50.84,5.758",https://gem.wiki/Puth_Schinnen–Bemelen_Gas_Pipeline,,operating
Puth Schinnen–Ravenstein Gas Pipeline,Echt-Ravenstein,gas_pipeline,,Gasunie [100.00%],Netherlands,operating,,,,,line,nan,nan,"51.744258,5.648241:51.712226,5.684044:51.702366,5.70526:51.661258,5.715868:51.648095,5.73178:51.623405,5.737085:51.598701,5.739737:51.585521,5.747693:51.556675,5.729128:51.540183,5.729128:51.525335,5.729128:51.497276,5.723824:51.487369,5.713216:51.462592,5.710564:51.44276,5.710564:51.434494,5.710564:51.419612,5.721172:51.394798,5.715868:51.383213,5.699956:51.368314,5.676088:51.356723,5.662828:51.338502,5.668132:51.311986,5.668132:51.295406,5.673436:51.275502,5.686696:51.250609,5.694652:51.227364,5.707912:51.20743,5.723824:51.187488,5.747693:51.174188,5.766257:51.155895,5.790125:51.130938,5.806037:51.100971,5.829906:51.085981,5.853774:51.086,5.898:51.016795,5.912119",https://www.gem.wiki/Puth_Schinnen%E2%80%93Ravenstein_Gas_Pipeline,,operating
Puth Schinnen–Ravenstein Gas Pipeline,Puth Schinnen-Echt,gas_pipeline,,Gasunie [100.00%],Netherlands,operating,,,,,line,nan,nan,"51.016795,5.912119:50.990928,5.88825:50.979241,5.869686:50.975902,5.859078:50.955432,5.870549:50.932466,5.859078:50.922436,5.845818:50.907388,5.819297",https://www.gem.wiki/Puth_Schinnen%E2%80%93Ravenstein_Gas_Pipeline,,operating
Qatar-Turkey Gas Pipeline,,gas_pipeline,,Unknown [unknown %],"Qatar, Saudi Arabia, Jordan, Syria, Türkiye, Bulgaria",cancelled,,,,,line,nan,nan,"24.9785004,51.1990013:32.2424011,38.1141014:37.4838982,37.3937988:41.4664993,27.2201004",https://www.gem.wiki/Qatar-Turkey_Gas_Pipeline,,cancelled
Racibórz–Oświęcim Gas Pipeline,,gas_pipeline,,Gaz-System [100.00%],Poland,proposed,2025,,,,line,nan,nan,"50.073326,18.153:50.082124,18.150591:50.084127,18.151111:50.086797,18.155272:50.093137,18.167235:50.094138,18.171396:50.095139,18.180238:50.09614,18.18856:50.099476,18.193761:50.10348,18.200522:50.105815,18.205723:50.111819,18.219767:50.113487,18.227568:50.114154,18.23589:50.112486,18.243172:50.111486,18.249933:50.111152,18.257735:50.113153,18.266577:50.115488,18.270218:50.119157,18.275419:50.122491,18.281661:50.122491,18.288422:50.121824,18.296224:50.119824,18.304546:50.117489,18.310787:50.114154,18.313908:50.111152,18.314428:50.109818,18.317029:50.110485,18.32431:50.114487,18.337313:50.115488,18.349276:50.116489,18.360198:50.11949,18.365399:50.121491,18.368:50.122491,18.371121:50.122491,18.376842:50.121824,18.381003:50.121491,18.388285:50.121491,18.397647:50.123492,18.401808:50.126159,18.401288:50.129827,18.399207:50.132828,18.401288:50.133828,18.403368:50.136162,18.406489:50.140496,18.406489:50.147495,18.405448:50.150162,18.406489:50.152161,18.409089:50.152828,18.414811:50.153494,18.4585:50.154161,18.465262:50.15616,18.475664:50.156494,18.479825:50.155827,18.487107:50.154161,18.496989:50.152161,18.49959:50.149162,18.50167:50.146162,18.506351:50.145162,18.510512:50.144829,18.515193:50.146162,18.527156:50.149162,18.539119:50.149828,18.542239:50.148495,18.5464:50.144162,18.54744:50.131494,18.553682:50.126159,18.557843:50.123825,18.560964:50.11849,18.572406:50.116155,18.576567:50.112153,18.579688:50.106816,18.586449:50.099476,18.59061:50.095806,18.593211:50.094805,18.596332:50.094805,18.599452:50.097474,18.622337:50.100477,18.63586:50.103146,18.646263:50.105148,18.650944:50.106816,18.657705:50.107816,18.664467:50.107483,18.672269:50.105815,18.686312:50.10348,18.694634:50.102479,18.700875:50.10348,18.706596:50.103813,18.712838:50.10348,18.716479:50.101812,18.72064:50.098142,18.72428:50.095139,18.731042:50.092803,18.734163:50.089466,18.739364:50.088799,18.748206:50.087798,18.752887:50.086463,18.756528:50.085128,18.76797:50.085462,18.776812:50.086463,18.786694:50.089133,18.800218:50.091135,18.8127:50.093137,18.818422:50.094138,18.827264:50.093804,18.835065:50.092136,18.842867:50.088799,18.846508:50.083793,18.849629:50.078453,18.858991:50.07645,18.868353:50.077118,18.879795:50.078453,18.887597:50.078787,18.895399:50.077451,18.90008:50.074781,18.909962:50.07378,18.915684:50.073446,18.922445:50.073112,18.932847:50.071443,18.935448:50.068772,18.938569:50.066769,18.941689:50.065768,18.947931:50.066101,18.962494:50.067103,18.979138:50.066769,19.002543:50.068105,19.029589:50.06944,19.03479:50.071777,19.040512:50.076116,19.044673:50.077451,19.049874:50.077785,19.053515:50.076116,19.056635:50.070108,19.061837:50.064432,19.072239:50.061761,19.085242:50.058756,19.096684:50.05575,19.105006:50.054415,19.109167:50.054081,19.114368:50.053747,19.12217:50.055083,19.132052:50.055083,19.137774:50.054749,19.142455:50.052411,19.149736:50.049405,19.155458:50.048737,19.159098:50.048737,19.163259:50.051409,19.1669:50.054749,19.172622:50.056084,19.181464:50.058088,19.191346:50.059758,19.197587:50.060091,19.202788:50.058756,19.206949:50.058422,19.217872:50.060425,19.226714:50.062429,19.231915:50.066769,19.237116:50.067437,19.238676;50.092136,18.842867:50.078787,18.842347:50.072444,18.843907:50.065434,18.846508:50.059424,18.850149:50.047735,18.85691:50.042057,18.861071:50.039385,18.860031:50.03738,18.857951:50.033706,18.853269:50.031033,18.845988:50.026355,18.838706:50.020674,18.836106:50.014993,18.834545:50.008977,18.835585",https://www.gem.wiki/Racib%C3%B3rz-O%C5%9Bwi%C4%99cim_Gas_Pipeline,,proposed_plus
Rankweil-Lienz Gas Pipeline,,gas_pipeline,,Allianz [unknown %]; Erdgas Ostschweitz AG [unknown %]; Snam [unknown %]; Verbund [unknown %],"Austria, Switzerland",operating,,,,,line,nan,nan,"47.285204,9.626733:47.284862,9.59594:47.26982,9.548239:47.272632,9.539393:47.281558,9.528195",https://www.gem.wiki/Rankweil-Lienz_Gas_Pipeline,,operating
Rauna–Karksi Gas Pipeline,,gas_pipeline,,Augstsprieguma Tikls [68.46%]; MM Capital Partners [29.06%]; Other [2.48%],Latvia,operating,2005,,,,line,nan,nan,"57.33,25.6:57.53,25.58",https://gem.wiki/Rauna–Karksi_Gas_Pipeline,,operating
Ravenna-Recanati Gas Pipeline,,gas_pipeline,,Snam [100.00%],Italy,operating,1960,,,,line,nan,nan,"43.384586,13.529712:43.432751,13.493876:43.461187,13.467765:43.506184,13.389429:43.584256,13.317622:43.645696,13.232758:43.704714,13.174007:43.721229,13.082616:43.775459,12.952057:43.817866,12.906361:43.872009,12.828026:43.911996,12.795386:43.926103,12.736634:43.928453,12.694203:43.961355,12.632187:43.994238,12.593019:44.01302,12.54406:44.043494,12.498766:44.085744,12.472252:44.139643,12.433085:44.202854,12.364541:44.277682,12.295998:44.303382,12.282942:44.33374,12.299262:44.366416,12.302526:44.40607,12.279678:44.44454,12.199372",https://gem.wiki/Ravenna_Terra–Ravenna_Mare_Gas_Pipeline,,operating
Ravenstein-Echt Gas Pipeline,,gas_pipeline,,Gasunie [100.00%],"Netherlands, Germany",operating,,,,,line,nan,nan,"51.744258,5.648241:51.712226,5.684044:51.702366,5.70526:51.684283,5.710564:51.661258,5.715868:51.648095,5.73178:51.623405,5.737085:51.598701,5.739737:51.585521,5.747693:51.569039,5.774213:51.550903,5.806037:51.534409,5.83521:51.52286,5.851122:51.493149,5.882946:51.476634,5.893554:51.460113,5.898858:51.44028,5.906814:51.422093,5.917423:51.400589,5.946595:51.379075,5.946595:51.345957,5.965159:51.327732,5.978419:51.311157,5.999636:51.286284,6.028808:51.269695,6.042068:51.241479,6.065936:51.224873,6.089805:51.211584,6.097761:51.189981,6.087153:51.168368,6.060632:51.143418,6.063284:51.125112,6.063284:51.11013,6.065936:51.098473,6.065936:51.081816,6.047372:51.071819,6.028808:51.028472,5.943943:51.016795,5.912119",https://gem.wiki/Echt–Nederweert_Gas_Pipeline,,operating
Ravenstein–Ewijk Gas Pipeline,,gas_pipeline,,Gasunie [100.00%],Netherlands,operating,,,,,line,nan,nan,"51.757393,5.666806:51.784471,5.680066:51.792673,5.680066:51.805793,5.689348",https://gem.wiki/Ravenstein–Ewijk_Gas_Pipeline,,operating
Ravenstein–Westerschelde Oost Gas Pipeline,,gas_pipeline,,Gasunie [100.00%],Netherlands,operating,,,,,line,nan,nan,"51.387,4.34:51.41465,4.359355:51.423333,4.38256:51.436147,4.417036:51.439867,4.45748:51.446479,4.489967:51.447305,4.517813:51.44276,4.540356:51.443173,4.581462:51.444,4.625221:51.449785,4.655719:51.458048,4.720031:51.467548,4.740584:51.461766,4.794951:51.452264,4.8102:51.44028,4.822134:51.431187,4.84998:51.431187,4.867219:51.432841,4.889761:51.445239,4.904347:51.459287,4.946779:51.46507,4.975952:51.461766,5.025014:51.460939,5.072751:51.455156,5.104575:51.456808,5.131096:51.461766,5.141704:51.466722,5.147008:51.47333,5.197396:51.47333,5.221265:51.475808,5.249111:51.484892,5.269001:51.498102,5.283587:51.509657,5.30613:51.518735,5.33265:51.536059,5.34591:51.550903,5.349888:51.569039,5.361822:51.582225,5.377734:51.592935,5.384364:51.619289,5.420167:51.640689,5.457295:51.648918,5.507684:51.675239,5.534204:51.699901,5.55542:51.727834,5.592549:51.744258,5.648241:51.757393,5.666806",https://gem.wiki/Ravenstein–Westerschelde_Oost_Gas_Pipeline,,operating
Razlog - Bansko Gas Pipeline,,gas_pipeline,,Bulgarian Energy Holding [100.00%],Bulgaria,proposed,2023,0.26,,bcm/y,line,nan,nan,"41.8860262532378,23.464961472238123:41.839536144527926,23.485198666213385",https://www.gem.wiki/Razlog-Bansko_Gas_Pipeline,,proposed_plus
Recanati–Chieti Gas Pipeline,,gas_pipeline,,Snam [100.00%],Italy,operating,1960,,,,line,nan,nan,"42.335071,14.090662:42.336699,14.130283:42.364987,14.097408:42.447587,14.087852:42.527016,14.081324:42.594331,14.051948:42.632764,14.016044:42.685571,13.976877:42.726346,13.957293:42.791051,13.934445:42.838937,13.901805:42.905915,13.865901:42.970432,13.849582:43.020565,13.843054:43.115944,13.803886:43.165958,13.754926:43.208795,13.725551:43.263487,13.689647:43.292003,13.643951:43.356114,13.562352:43.384586,13.529712",https://gem.wiki/Recanati–Chieti_Gas_Pipeline,,operating
Recanati–Foligno Gas Pipeline,,gas_pipeline,,Snam [100.00%],Italy,operating,1971,,,,line,nan,nan,"43.384586,13.529712:43.36086,13.480752:43.320505,13.422001:43.299129,13.366513:43.280123,13.317554:43.265864,13.252274:43.251602,13.235954:43.223067,13.203315:43.196899,13.160883:43.17786,13.111923:43.14691,13.095603:43.125473,13.089076:43.113561,13.079284:43.049194,13.01074:43.027723,12.948725:43.032495,12.889973:43.008632,12.841013:42.991922,12.778998:42.989535,12.743094:42.968015,12.675397",https://gem.wiki/Recanati–Foligno_Gas_Pipeline,,operating
Reggio Calabria–Messina Gas Pipeline,,gas_pipeline,,Snam [100.00%],Italy,operating,,,,,line,nan,nan,"38.262741,15.612785:38.285803,15.654129:38.30858,15.705706:38.297188,15.749949:38.277111,15.751332:38.25221,15.734135",https://gem.wiki/Reggio_Calabria–Messina_Gas_Pipeline,,operating
Rehden-Hamburg Gas Pipeline,,gas_pipeline,,BASF [unknown %]; Gazprom [unknown %],Germany,operating,1994,4.2,,bcm/y,line,nan,nan,"53.35172602182485,9.672560522862574:52.87204580527541,8.249940250140936:52.71028928427778,8.171751013331367:52.71527537852552,8.064755215591953:52.59795145424252,8.04006387765209",https://www.gem.wiki/Rehden-Hamburg_Gas_Pipeline,,operating
Rembelszczyzna-Mory Gas Pipeline,,gas_pipeline,,Gaz-System [100.00%],Poland,proposed,2023,1,,bcm/y,line,nan,nan,"52.3783234,21.0294383:52.3629005,20.9696877:52.3544132,20.9658489:52.3557044,20.9565952:52.3435455,20.9474491:52.3288041,20.9528291:52.315892,20.9669249:52.3085372,20.9517467:52.2990477,20.9376406:52.2926358,20.9366147:52.2875063,20.9396924:52.2823768,20.9350759:52.2785297,20.9268687:52.2744261,20.9276381:52.2687837,20.9250734:52.2654495,20.9163533:52.2610895,20.9109673:52.2541647,20.9055813:52.2469834,20.8932706:52.241341,20.8814728:52.2336467,20.8873717:52.2287737,20.8855764:52.2231313,20.8791645:52.2162065,20.8689055",https://www.gem.wiki/Rembelszczyzna-Mory_Gas_Pipeline,,proposed_plus
Rembelszczyzna-Wronów Gas Pipeline,,gas_pipeline,,Gaz-System [100.00%],Poland,shelved,2029,,,,line,nan,nan,"52.3749,21.029:52.3138,21.375:52.278,21.419:52.2438,21.466:52.2127,21.531:52.1785,21.584:52.138,21.634:52.1007,21.662:52.0541,21.683:52.0136,21.687:51.8737,21.699:51.8177,21.702:51.771,21.743:51.7368,21.786:51.7119,21.833:51.6808,21.882:51.6342,21.942:51.6031,22.004:51.5844,22.054:51.5409,22.094:51.5036,22.113:51.4762,22.108:51.4532,22.039",https://www.gem.wiki/Rembelszczyzna_Wronow_Pipeline,,shelved
Riga–Daugavpils Gas Pipeline,,gas_pipeline,,Augstsprieguma Tikls [68.46%]; MM Capital Partners [29.06%]; Other [2.48%],Latvia,operating,2005,,,,line,nan,nan,"56.9904,24.1788:56.8773,24.6416:56.7981,24.7848:56.7649,24.9356:56.7495,24.9484:56.7214,24.9611:56.6984,24.9842:56.6907,25.0174:56.6907,25.0557:56.6984,25.0711:56.7061,25.1247:56.7086,25.158:56.6907,25.1912:56.6856,25.2066:56.6831,25.2372:56.6754,25.2986:56.6779,25.3293:56.6473,25.452:56.614,25.5261:56.5987,25.5644:56.5987,25.7153:56.5501,25.8073:56.5271,25.8814:56.52,25.92;56.52,25.92:56.4681,26.0366:56.4601,26.059:56.4393,26.0782:56.4225,26.0854:56.4129,26.1054:56.3977,26.1398:56.3905,26.1574:56.3657,26.1758:56.3521,26.1822:56.3481,26.2559:56.3369,26.3287:56.2977,26.4671:56.2649,26.4807:56.2249,26.4943:56.1736,26.5111:56.1392,26.5272:56.1272,26.5368:56.1064,26.5352:56.0968,26.5184:56.088,26.5103:55.874,26.5399",https://gem.wiki/Riga–Daugavpils_Gas_Pipeline,,operating
Rijeka–Pula Gas Pipeline,,gas_pipeline,,Plinacro [100.00%],Croatia,operating,,,,,line,nan,nan,"45.35,14.44:45.3422,14.4304:45.3443,14.426:45.3447,14.4214:45.3437,14.4151:45.3437,14.4047:45.3475,14.3919:45.3485,14.3789:45.3492,14.3667:45.3531,14.3585:45.3557,14.3532:45.3563,14.3481:45.3616,14.3373:45.3622,14.3327:45.3602,14.3254:45.3582,14.3161:45.3575,14.3081:45.3556,14.3069:45.3541,14.3074:45.3525,14.3071:45.3503,14.3067:45.348,14.3069:45.3463,14.3034:45.3458,14.3002:45.3427,14.2995:45.3408,14.2987:45.3399,14.2973:45.3399,14.2922:45.3396,14.2887:45.3377,14.2876:45.3346,14.2886:45.3303,14.2882:45.3272,14.2867:45.3253,14.2822:45.3259,14.2784:45.3259,14.2738:45.3261,14.27:45.3272,14.2676:45.3297,14.2649:45.3294,14.2616:45.3256,14.2597:45.321,14.26:45.3144,14.2555:45.3135,14.2528:45.3094,14.2547:45.2959,14.2529:45.2824,14.2532:45.2779,14.2514:45.2585,14.2377:45.1862,14.2332:45.1848,14.2301:45.1812,14.2303:45.1795,14.2321:45.1786,14.2337:45.1761,14.2314:45.1734,14.2299:45.1708,14.2301:45.1685,14.2288:45.1679,14.2261:45.1658,14.2236:45.1638,14.2236:45.1625,14.2232:45.1623,14.2221:45.1623,14.2207:45.1618,14.2201:45.1591,14.2194:45.1576,14.2172:45.1574,14.2167:45.1569,14.2149:45.1562,14.2147:45.1545,14.2138:45.1536,14.2134:45.1513,14.2143:45.1498,14.2145:45.1484,14.2136:45.1466,14.2138:45.1446,14.2134:45.1395,14.212:45.1383,14.2107:45.1374,14.2072:45.1367,14.2058:45.1354,14.2062:45.1337,14.2053:45.133,14.2053:45.1323,14.2054:45.1313,14.2048:45.13,14.2043:45.1243,14.2046:45.1225,14.2044:45.1224,14.204:45.1269,14.1958:45.128,14.1952:45.1289,14.1942:45.1294,14.1934:45.1312,14.192:45.1323,14.1888:45.1326,14.1878:45.1345,14.1862:45.1356,14.1843:45.1363,14.1838:45.1371,14.1828:45.1372,14.1805:45.1391,14.18:45.1404,14.1792:45.144,14.1747:45.1454,14.1729:45.146,14.1721:45.1472,14.172:45.1496,14.1705:45.1518,14.169:45.1539,14.1687:45.1562,14.1682:45.1573,14.1641:45.1568,14.1624:45.1562,14.16:45.1552,14.1583:45.1531,14.1559:45.1503,14.1552:45.1455,14.1498:45.137,14.1441:45.1324,14.1367:45.1298,14.1255:45.1256,14.1191:45.1187,14.1206:45.1142,14.1194:45.1087,14.1177:45.1028,14.1144:45.0971,14.1146:45.0933,14.1134:45.0918,14.1125:45.093,14.1089:45.093,14.1073:45.0907,14.1018:45.0897,14.0994:45.0885,14.0973:45.0876,14.0937:45.0871,14.0904:45.0864,14.0878:45.0859,14.0866:45.085,14.0859:45.0842,14.0854:45.0823,14.0849:45.0812,14.0845:45.0736,14.0745:45.0719,14.0702:45.0707,14.0676:45.066,14.0676:45.0596,14.0629:45.0562,14.0576:45.0567,14.0524:45.052,14.0496:45.0581,14.0436:45.0607,14.036:45.065,14.0329:45.0657,14.0249:45.0624,14.0173:45.0572,14.0151:45.0489,14.0113:45.0417,14.004:44.9974,13.9745:44.9943,13.9727:44.9923,13.971:44.9883,13.9694:44.9876,13.9665:44.9858,13.9636:44.9821,13.9614:44.9772,13.9608:44.9701,13.9617:44.9665,13.9621:44.9592,13.957:44.9557,13.9526:44.9492,13.9488:44.9455,13.9446:44.941,13.9368:44.9393,13.9339:44.9366,13.9282:44.9295,13.9206:44.9257,13.916:44.9233,13.9117:44.9209,13.9097:44.9193,13.9082:44.9177,13.9071:44.9158,13.9051:44.9135,13.9046:44.9111,13.9055:44.908,13.9062:44.9069,13.9062:44.86,13.85",https://gem.wiki/Rijeka–Pula_Gas_Pipeline,,operating
Rimini–Sansepolcro Gas Pipeline,,gas_pipeline,,Snam [100.00%],Italy,operating,1970,,,,line,nan,nan,"43.583652,12.102077:43.654057,12.109755:43.687379,12.117433:43.707732,12.148144:43.724381,12.214686:43.766905,12.242838:43.813092,12.242838:43.846325,12.278668:43.894295,12.288905:43.942227,12.352887:43.962494,12.404073:43.995644,12.416869:44.026935,12.455258:44.043494,12.498766",https://gem.wiki/Rimini–Sansepolcro_Gas_Pipeline,,operating
Ripalta–Sergnano Gas Pipeline,,gas_pipeline,,Snam [100.00%],Italy,operating,1980,,,,line,nan,nan,"45.287688,9.916781:45.333552,9.894293:45.374641,9.894293:45.405247,9.937881",https://gem.wiki/Cervignano–Sergnano_Gas_Pipeline,,operating
Rixfeld–Scheidt Gas Pipeline,,gas_pipeline,,Open Grid Europe [35.00%]; Bayerngas GmbH [18.00%]; Macquarie Group Limited [17.00%]; Energie Baden-Württemberg AG [10.00%]; Fluxys [10.00%]; Engie [6.00%]; Société d'Infrastructures Gazières [4.00%],Germany,operating,,,,,line,nan,nan,"50.5837,9.3678:50.5417,9.1879:50.4842,8.8613:50.3693,7.9784:50.3468,7.9066",https://gem.wiki/Rixfeld–Scheidt_Gas_Pipeline,,operating
Rjindik-Ommen Gas Pipeline,,gas_pipeline,,Gasunie [100.00%],Netherlands,operating,,,,,line,nan,nan,"52.519134,6.380202:52.519134,6.380202:52.495325,6.341084:52.494518,6.318542:52.492096,6.287381:52.485233,6.260198:52.483618,6.235666:52.477965,6.207157:52.469484,6.193234:52.468272,6.168039:52.467868,6.140193:52.460597,6.118977:52.452921,6.109695:52.451305,6.087816:52.444839,6.074555:52.440394,5.98969:52.427863,5.937976:52.411689,5.90814:52.391058,5.873001:52.361917,5.81996:52.347339,5.769572:52.348959,5.732443:52.331135,5.695315:52.326273,5.655535:52.305197,5.589234:52.287356,4.550964",https://www.gem.wiki/Rjindik-Ommen_Gas_Pipeline,,operating
Robregordo-Segovia-Avila Gas Pipeline,,gas_pipeline,,CNIC Corporation Limited [33.34%]; Arbejdsmarkedets Tillægspension [33.33%]; Universities Superannuation Scheme [33.33%]; Guoxin Guotong Fund [unknown %],Spain,operating,2011,,,,line,nan,nan,"41.18759232144093,-3.579308093636996:40.929946,-4.062825:40.681597,-4.633321",https://www.gem.wiki/Robregordo-Segovia-Avila_Gas_Pipeline,,operating
Rogatec-Cersak Gas Pipeline,,gas_pipeline,,SDH [52.30%]; Other [47.70%],Slovenia,operating,,147,,GWh/d,line,nan,nan,"46.240269,15.712507:46.269725,15.728831:46.306041,15.738386:46.372559,15.752719:46.408258,15.747941:46.432959,15.736793:46.469167,15.721664:46.522886,15.70972:46.567794,15.711313:46.6061,15.719276:46.650939,15.724053:46.678261,15.711313:46.691371,15.693795:46.706565,15.672",https://www.gem.wiki/Rogatec-Cersak_Gas_Pipeline,,operating
Rogatec-Novo Mesto Gas Pipeline,,gas_pipeline,,SDH [52.30%]; Other [47.70%],Slovenia,operating,,,,,line,nan,nan,"46.240269,15.712507:46.220439,15.666324:46.215205,15.638057:46.211348,15.622928:46.191508,15.608595:46.165044,15.604613:46.142428,15.604613:46.126978,15.604613:46.109868,15.589484:46.101587,15.581522:46.088887,15.576744:46.06624,15.576744:46.047453,15.57754:46.034187,15.570374:46.022578,15.556838:46.018707,15.543301:45.983307,15.530561:45.948992,15.508265:45.919087,15.4796:45.911332,15.454119:45.908007,15.396788:45.906899,15.36653:45.889167,15.33468:45.870319,15.306014:45.860339,15.272571:45.848138,15.256646:45.835934,15.23435:45.831496,15.204092:45.822341,15.175825:45.817069,15.157909:45.794866,15.124466",https://www.gem.wiki/Rogatec-Novo_Mesto_Gas_Pipeline,,operating
Rogatec–Gorizia Gas Pipeline,Rogatec-Vodice,gas_pipeline,,Other [unknown %]; SDH [unknown %]; Snam [unknown %],"Slovenia, Italy",operating,,75,,GWh/d,line,nan,nan,"46.240269,15.712507:46.220439,15.666324:46.215205,15.638057:46.223745,15.608595:46.22705,15.58192:46.229804,15.544894:46.235037,15.519413:46.231457,15.497914:46.236138,15.466063:46.236689,15.419084:46.233385,15.384048:46.242197,15.356975:46.245501,15.323532:46.246602,15.285311:46.259816,15.223202:46.262018,15.186574:46.262018,15.162686:46.268624,15.12128:46.262018,15.08943:46.251007,15.070319:46.248805,15.044839:46.241095,15.030506:46.239994,15.009803:46.239994,14.981138:46.233385,14.966805:46.224571,14.96362:46.213552,14.946102:46.203634,14.926992:46.190406,14.906289:46.180483,14.887178:46.177175,14.868068:46.171661,14.845773:46.169455,14.82507:46.169455,14.801182:46.162838,14.774109:46.159528,14.748628:46.161735,14.73111:46.162838,14.700852:46.159528,14.689705:46.167249,14.680149:46.171661,14.667409:46.173866,14.643521:46.180483,14.614856:46.181585,14.59893:46.17938,14.524081:46.189632,14.493846",https://gem.wiki/Rogatec–Gorizia_Gas_Pipeline,,operating
Rogatec–Gorizia Gas Pipeline,Vodice-Gorizia,gas_pipeline,,SDH [52.30%]; Other [47.70%],Slovenia,operating,,53,,GWh/d,line,nan,nan,"46.189632,14.493846:46.176072,14.472324:46.155668,14.467547:46.136359,14.470732:46.115388,14.473121:46.103795,14.476306:46.08723,14.46675:46.073422,14.456399:46.058505,14.44764:46.052427,14.430122:46.047453,14.411808:46.039715,14.386328:46.033635,14.359255:46.024789,14.34094:46.016495,14.314664:46.002116,14.291572:45.983861,14.282017:45.966706,14.278036:45.956743,14.265295:45.950099,14.239019:45.941794,14.229463:45.926288,14.223093:45.910224,14.211149:45.894765,14.189414:45.890275,14.172132:45.876972,14.150633:45.860339,14.097283:45.862002,14.063044:45.869765,14.023231:45.873091,13.998546:45.864775,13.957937:45.85923,13.937234:45.867547,13.915735:45.868656,13.883884:45.871428,13.857607:45.875309,13.832127:45.877526,13.794703:45.892492,13.774:45.903575,13.757278:45.904683,13.723039:45.90967,13.691188:45.928762,13.633655",https://gem.wiki/Rogatec–Gorizia_Gas_Pipeline,,operating
Rognano-Mortara Gas Pipeline,,gas_pipeline,,Snam [100.00%],Italy,operating,1995,,,,line,nan,nan,"45.290582,9.098435:45.291482,9.003102:45.293283,8.942959:45.275276,8.855943:45.238344,8.783003:45.223024,8.756131:45.220883,8.72478",https://www.gem.wiki/Rognano-Mortara_Gas_Pipeline,,operating
Romania-Moldova Gas Pipeline,Phase I,gas_pipeline,,Transgaz [75.00%]; European Bank for Reconstruction and Development [25.00%],Romania,operating,2015,,,,line,nan,nan,"47.15925996957262,27.59992955187076:47.16915978033876,27.566925306031607:47.21269703131838,27.667879469774885:47.227201511992426,27.77854076464732",https://www.gem.wiki/Romania-Moldova_Gas_Pipeline,,operating
Romania-Moldova Gas Pipeline,Phase II,gas_pipeline,,Transgaz [75.00%]; European Bank for Reconstruction and Development [25.00%],"Romania, Moldova",operating,2021,1.5,,bcm/y,line,nan,nan,"47.19999477334095,27.786210206632678:47.00914825922446,28.8471856672579",https://www.gem.wiki/Romania-Moldova_Gas_Pipeline,,operating
Romania-Serbia Interconnection Gas Pipeline,,gas_pipeline,,Srbijagas [unknown %]; Transgaz [unknown %],"Romania, Serbia",proposed,2023,,,,line,nan,nan,"45.8158770672692,21.581009871729155:45.87129298893951,20.53240203849431:45.933505,20.411439",https://www.gem.wiki/Romania-Serbia_Interconnection_Gas_Pipeline,,proposed_plus
Romania-Ukraine Interconnector,Siret-Khotyn Gas Pipeline,gas_pipeline,,JSC Mahistralni Gazoprovody Ukrainy (MGU) [100.00%],"Ukraine, Romania",proposed,2025,7.7,,MMSCMD,line,nan,nan,"47.98468,26.07196:48.1950959,26.1250071:48.5081147,26.4939146",https://www.gem.wiki/Siret-Khotyn_Gas_Pipeline,,proposed_plus
Romania-Ukraine Interconnector,Onești-Gheraesti-Letcani,gas_pipeline,,Transgaz [100.00%],Romania,operating,2021,,,,line,nan,nan,"46.2658,26.768:46.3582,26.742:46.4369,26.748:46.5126,26.782:46.617,26.783:46.7358,26.676:46.7881,26.671:46.838,26.69:47.0755,26.695:47.2418,27.087:47.2093,27.426",https://www.gem.wiki/One%C8%99ti-Gheraesti-Letcani_Gas_Pipeline,,operating
Romania-Ukraine Interconnector,Gheraesti-Siret,gas_pipeline,,Transgaz [100.00%],Romania,proposed,2026,,,,line,nan,nan,"47.98481,26.07196:47.97771,26.09906:47.9573,26.2317:47.9224,26.2745:47.91,26.3488:47.8593,26.3511:47.8042,26.3567:47.7546,26.3612:47.7141,26.3173:47.6679,26.2756:47.5958,26.2339:47.5147,26.2565:47.4686,26.288:47.428,26.3443:47.392,26.3882:47.3481,26.4445:47.3132,26.4907:47.2726,26.538:47.2332,26.5898:47.1961,26.6393:47.0977,26.7474",https://www.gem.wiki/Gheraesti-Siret_Gas_Pipeline,,proposed_plus
